,year,iso_o,iso_d,contig,comlang_off,distw,pop_o,gdp_o,gdpcap_o,iso2_o,pop_d,gdp_d,gdpcap_d,iso2_d,heg_d,conflict,indepdate,heg_o,col_to,col_fr,col_hist,col_cur,sever,sib_conflict,gatt_o,gatt_d,rta,comleg,comcur,acp_to_eu,gsp,eu_to_acp,gsp_rec,flow,validmirror,family
394871,1988,GBR,ABW,0,0,7480.796346276474,57.158,833130.5,14575.921,GB,,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,14.311330000000002,0,
394872,1989,GBR,ABW,0,0,7480.796346276474,57.358,841243.44,14666.54,GB,,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,22.947650000000003,0,
394873,1990,GBR,ABW,0,0,7480.796346276474,57.561,989524.1,17190.877,GB,,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,22.62777,0,
394874,1991,GBR,ABW,0,0,7480.796346276474,57.74252,1033509.75,17898.592,GB,,872.067,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,36.813810000000004,0,
394875,1992,GBR,ABW,0,0,7480.796346276474,57.902348,1071537.4,18505.94,GB,,958.6592,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,45.91554,0,
394876,1993,GBR,ABW,0,0,7480.796346276474,58.040306,962344.06,16580.617,GB,,1083.2402,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,69.03424000000001,0,
394877,1994,GBR,ABW,0,0,7480.796346276474,58.156235,1041385.06,17906.68,GB,,1245.81,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,81.02809,0,
394878,1995,GBR,ABW,0,0,7480.796346276474,58.25,1133632.6,19461.504,GB,,1320.6703,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,102.0866,1,
394879,1996,GBR,ABW,0,0,7480.796346276474,58.354427,1191202.8,20413.236,GB,,1379.8883,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,88.30206000000001,1,
394880,1997,GBR,ABW,0,0,7480.796346276474,58.469578,1327113.6,22697.506,GB,,1531.8436,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,106.91945000000001,1,
394881,1998,GBR,ABW,0,0,7480.796346276474,58.59551,1425173.9,24322.238,GB,,1665.363,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,102.09672000000002,1,
394882,1999,GBR,ABW,0,0,7480.796346276474,58.732292,1464873.0,24941.525,GB,,1722.905,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,81.08166,1,
394883,2000,GBR,ABW,0,0,7480.796346276474,59.74298,1442844.6,24150.865,GB,,1858.6592,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,45.99078000000001,1,
394884,2001,GBR,ABW,0,0,7480.796346276474,59.50025,1434803.5,24114.242,GB,,1898.8827,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,58.0401,1,
394885,2002,GBR,ABW,0,0,7480.796346276474,59.30188,1571426.8,26498.768,GB,,1911.1732,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,48.2404,1,
394886,2003,GBR,ABW,0,0,7480.796346276474,59.581882,1805582.1,30304.215,GB,0.099,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,25.345760000000002,1,
394887,2004,GBR,ABW,0,0,7480.796346276474,59.8343,2132078.0,35633.04,GB,0.099,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,22.33605,1,
394888,2005,GBR,ABW,0,0,7480.796346276474,60.2265,2201591.2,36555.19,GB,0.1003,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,45.22045,1,
394889,2006,GBR,ABW,0,0,7480.796346276474,60.360798,2345014.8,38849.96,GB,0.1012,,,AW,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,62.479890000000005,1,
394890,1956,GBR,AFG,0,0,5694.5571557994845,51.184,58575.0,1144.4006,GB,9.062,1110.0,122.48951,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.1,0,GBR
394891,1957,GBR,AFG,0,0,5694.5571557994845,51.43,61955.0,1204.6471,GB,9.241,1140.0,123.36327,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.32,0,GBR
394892,1958,GBR,AFG,0,0,5694.5571557994845,51.652,65000.0,1258.4218,GB,9.429,1170.0,124.08527,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.7,1,GBR
394893,1959,GBR,AFG,0,0,5694.5571557994845,51.956,68287.0,1314.3236,GB,9.625,1205.0,125.19481,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.54,1,GBR
394894,1960,GBR,AFG,0,0,5694.5571557994845,52.373,72273.336,1379.9731,GB,9.966182,1210.0001,121.4106,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.9800000000000002,0,GBR
394895,1961,GBR,AFG,0,0,5694.5571557994845,52.807,76636.34,1451.2535,GB,10.187614,1235.0001,121.22565,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,1.4300000000000002,0,GBR
394896,1962,GBR,AFG,0,0,5694.5571557994845,53.292,80540.97,1511.3145,GB,10.417036,1230.0001,118.07582,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,2.4200000000000004,0,GBR
394897,1963,GBR,AFG,0,0,5694.5571557994845,53.625,85379.13,1592.1516,GB,10.654935,960.819,90.17596,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,2.4200000000000004,0,GBR
394898,1964,GBR,AFG,0,0,5694.5571557994845,53.991,93316.95,1728.3798,GB,10.901894,800.00006,73.38175,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,2.4200000000000004,1,GBR
394899,1965,GBR,AFG,0,0,5694.5571557994845,54.35,100519.69,1849.4883,GB,11.158429,1006.6666,90.215805,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,4.7,1,GBR
394900,1966,GBR,AFG,0,0,5694.5571557994845,54.643,107009.72,1958.3427,GB,11.421767,1400.0,122.572975,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,3.8500000000000005,0,GBR
394901,1967,GBR,AFG,0,0,5694.5571557994845,54.959,111101.28,2021.5303,GB,11.691476,1673.3334,143.12422,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,3.588,1,GBR
394902,1968,GBR,AFG,0,0,5694.5571557994845,55.214,104623.54,1894.8734,GB,11.972855,1373.3334,114.70392,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,3.197,1,GBR
394903,1969,GBR,AFG,0,0,5694.5571557994845,55.461,112591.64,2030.1049,GB,12.273156,1408.8889,114.79434,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,5.28,1,GBR
394904,1970,GBR,AFG,0,0,5694.5571557994845,55.632,123626.11,2222.2122,GB,12.595809,1748.8866,138.84671,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,5.315,1,GBR
394905,1971,GBR,AFG,0,0,5694.5571557994845,55.928,139810.17,2499.8242,GB,12.939239,1831.109,141.51598,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,10.627,1,GBR
394906,1972,GBR,AFG,0,0,5694.5571557994845,56.097,160629.38,2863.4219,GB,13.295644,1595.5554,120.00588,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,6.490000000000001,0,GBR
394907,1973,GBR,AFG,0,0,5694.5571557994845,56.223,181217.55,3223.1924,GB,13.653935,1733.3333,126.94752,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,7.920000000000001,1,GBR
394908,1974,GBR,AFG,0,0,5694.5571557994845,56.236,195729.31,3480.4985,GB,13.999594,2155.5557,153.97273,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,8.58,1,GBR
394909,1975,GBR,AFG,0,0,5694.5571557994845,56.226,234011.06,4161.972,GB,14.3193,2366.6665,165.27809,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,12.665,1,GBR
394910,1976,GBR,AFG,0,0,5694.5571557994845,56.216,224792.44,3998.727,GB,14.619471,2555.5557,174.80493,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,15.07,1,GBR
394911,1977,GBR,AFG,0,0,5694.5571557994845,56.19,253835.69,4517.453,GB,14.895993,2953.3335,198.26361,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,21.89,1,GBR
394912,1978,GBR,AFG,0,0,5694.5571557994845,56.178,321769.9,5727.685,GB,15.113616,3300.0,218.34616,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,37.07000000000001,1,GBR
394913,1979,GBR,AFG,0,0,5694.5571557994845,56.242,417941.56,7431.129,GB,15.226922,3697.9402,242.8554,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,22.330000000000002,1,GBR
394914,1980,GBR,AFG,0,0,5694.5571557994845,56.33,536125.94,9517.592,GB,15.209142,3641.7234,239.44305,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.380000000000003,1,GBR
394915,1981,GBR,AFG,0,0,5694.5571557994845,56.352,508430.44,9022.402,GB,15.053509,3478.7878,231.09482,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,13.419,1,GBR
394916,1982,GBR,AFG,0,0,5694.5571557994845,56.318,484084.56,8595.557,GB,14.787517,4516.0,305.39273,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.380000000000003,1,GBR
394917,1983,GBR,AFG,0,0,5694.5571557994845,56.377,458949.53,8140.723,GB,14.462979,3990.9,275.939,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.380000000000003,1,GBR
394918,1984,GBR,AFG,0,0,5694.5571557994845,56.506,431516.34,7636.6465,GB,14.151327,2624.0,185.4243,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.6,1,GBR
394919,1985,GBR,AFG,0,0,5694.5571557994845,56.685,455533.88,8036.233,GB,13.911945,2503.0,179.91733,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,19.69,1,GBR
394920,1986,GBR,AFG,0,0,5694.5571557994845,56.852,558951.9,9831.701,GB,13.742354,2382.0,173.33275,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,18.59,1,GBR
394921,1987,GBR,AFG,0,0,5694.5571557994845,57.009,685783.6,12029.393,GB,13.648468,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,19.03,1,GBR
394922,1988,GBR,AFG,0,0,5694.5571557994845,57.158,833130.5,14575.921,GB,13.705632,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,23.76,1,GBR
394923,1989,GBR,AFG,0,0,5694.5571557994845,57.358,841243.44,14666.54,GB,14.006504,2600.0,185.62805,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,13.5445,1,GBR
394924,1990,GBR,AFG,0,0,5694.5571557994845,57.561,989524.1,17190.877,GB,14.75,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,15.193640000000002,1,GBR
394925,1991,GBR,AFG,0,0,5694.5571557994845,57.74252,1033509.75,17898.592,GB,14.939,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,13.384580000000001,1,GBR
394926,1992,GBR,AFG,0,0,5694.5571557994845,57.902348,1071537.4,18505.94,GB,16.589,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,9.47784,1,GBR
394927,1993,GBR,AFG,0,0,5694.5571557994845,58.040306,962344.06,16580.617,GB,18.84,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,9.70009,1,GBR
394928,1994,GBR,AFG,0,0,5694.5571557994845,58.156235,1041385.06,17906.68,GB,20.319,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,13.147200000000002,1,GBR
394929,1995,GBR,AFG,0,0,5694.5571557994845,58.25,1133632.6,19461.504,GB,21.489,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,12.41702,1,GBR
394930,1996,GBR,AFG,0,0,5694.5571557994845,58.354427,1191202.8,20413.236,GB,22.429,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,12.8894,1,GBR
394931,1997,GBR,AFG,0,0,5694.5571557994845,58.469578,1327113.6,22697.506,GB,23.234,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.3261,1,GBR
394932,1998,GBR,AFG,0,0,5694.5571557994845,58.59551,1425173.9,24322.238,GB,24.065,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,22.97625,1,GBR
394933,1999,GBR,AFG,0,0,5694.5571557994845,58.732292,1464873.0,24941.525,GB,24.961,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,6.441963,1,GBR
394934,2000,GBR,AFG,0,0,5694.5571557994845,59.74298,1442844.6,24150.865,GB,25.889,,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,5.57726,1,GBR
394935,2001,GBR,AFG,0,0,5694.5571557994845,59.50025,1434803.5,24114.242,GB,26.813,2461.639,91.80766,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,6.04405,1,GBR
394936,2002,GBR,AFG,0,0,5694.5571557994845,59.30188,1571426.8,26498.768,GB,27.756,4036.6887,145.43481,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,4.90313,1,GBR
394937,2003,GBR,AFG,0,0,5694.5571557994845,59.581882,1805582.1,30304.215,GB,28.717,4584.6846,159.65054,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,17.7202,1,GBR
394938,2004,GBR,AFG,0,0,5694.5571557994845,59.8343,2132078.0,35633.04,GB,,5951.967,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,28.6648,1,GBR
394939,2005,GBR,AFG,0,0,5694.5571557994845,60.2265,2201591.2,36555.19,GB,,7305.5557,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,28.667,1,GBR
394940,2006,GBR,AFG,0,0,5694.5571557994845,60.360798,2345014.8,38849.96,GB,,8399.039,,AF,0,1.0,1919.0,1,1,0,1,0,,,1,0,0,0,0,0,0,0,0,45.66166,1,GBR
394941,1948,GBR,AGO,0,0,7092.603116264343,50.014,,,GB,,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,4.840000000000001,1,
394942,1949,GBR,AGO,0,0,7092.603116264343,50.312,46494.0,924.1135,GB,,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,7.9,1,
394943,1950,GBR,AGO,0,0,7092.603116264343,50.127,37339.0,744.888,GB,4.118,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,7.9,1,
394944,1951,GBR,AGO,0,0,7092.603116264343,50.29,41485.0,824.91547,GB,4.173,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,9.3,1,
394945,1952,GBR,AGO,0,0,7092.603116264343,50.43,44553.0,883.4622,GB,4.232,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,12.9,1,
394946,1953,GBR,AGO,0,0,7092.603116264343,50.593,48118.0,951.0802,GB,4.294,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,10.8,1,
394947,1954,GBR,AGO,0,0,7092.603116264343,50.765,50758.0,999.8621,GB,4.358,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,10.6,1,
394948,1955,GBR,AGO,0,0,7092.603116264343,50.946,54078.0,1061.4769,GB,4.423,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,10.8,1,
394949,1956,GBR,AGO,0,0,7092.603116264343,51.184,58575.0,1144.4006,GB,4.491,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,12.1,1,
394950,1957,GBR,AGO,0,0,7092.603116264343,51.43,61955.0,1204.6471,GB,4.561,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,11.2,1,
394951,1958,GBR,AGO,0,0,7092.603116264343,51.652,65000.0,1258.4218,GB,4.636,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,15.2,1,
394952,1959,GBR,AGO,0,0,7092.603116264343,51.956,68287.0,1314.3236,GB,4.715,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,12.6,1,
394953,1960,GBR,AGO,0,0,7092.603116264343,52.373,72273.336,1379.9731,GB,5.01149,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,13.6,1,
394954,1961,GBR,AGO,0,0,7092.603116264343,52.807,76636.34,1451.2535,GB,5.10871,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,14.4,1,
394955,1962,GBR,AGO,0,0,7092.603116264343,53.292,80540.97,1511.3145,GB,5.205521,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,16.4,1,
394956,1963,GBR,AGO,0,0,7092.603116264343,53.625,85379.13,1592.1516,GB,5.302911,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,15.1,1,
394957,1964,GBR,AGO,0,0,7092.603116264343,53.991,93316.95,1728.3798,GB,5.402381,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,16.5,1,
394958,1965,GBR,AGO,0,0,7092.603116264343,54.35,100519.69,1849.4883,GB,5.505165,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,21.8,1,
394959,1966,GBR,AGO,0,0,7092.603116264343,54.643,107009.72,1958.3427,GB,5.611924,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,24.310000000000002,1,
394960,1967,GBR,AGO,0,0,7092.603116264343,54.959,111101.28,2021.5303,GB,5.722836,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,23.0,1,
394961,1968,GBR,AGO,0,0,7092.603116264343,55.214,104623.54,1894.8734,GB,5.838143,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,29.59,1,
394962,1969,GBR,AGO,0,0,7092.603116264343,55.461,112591.64,2030.1049,GB,5.95796,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,29.59,1,
394963,1970,GBR,AGO,0,0,7092.603116264343,55.632,123626.11,2222.2122,GB,6.082639,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,36.52,1,
394964,1971,GBR,AGO,0,0,7092.603116264343,55.928,139810.17,2499.8242,GB,6.212775,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,47.74,1,
394965,1972,GBR,AGO,0,0,7092.603116264343,56.097,160629.38,2863.4219,GB,6.349403,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,35.970000000000006,1,
394966,1973,GBR,AGO,0,0,7092.603116264343,56.223,181217.55,3223.1924,GB,6.493888,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,45.980000000000004,1,
394967,1974,GBR,AGO,0,0,7092.603116264343,56.236,195729.31,3480.4985,GB,6.647845,,,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,55.33,1,
394968,1975,GBR,AGO,0,0,7092.603116264343,56.226,234011.06,4161.972,GB,6.812732,4053.1,594.9302,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,35.64,0,
394969,1976,GBR,AGO,0,0,7092.603116264343,56.216,224792.44,3998.727,GB,6.987633,3845.1,550.27216,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,14.41,0,
394970,1977,GBR,AGO,0,0,7092.603116264343,56.19,253835.69,4517.453,GB,7.172945,4165.4,580.70984,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,20.130000000000003,0,
394971,1978,GBR,AGO,0,0,7092.603116264343,56.178,321769.9,5727.685,GB,7.372798,4664.6,632.67706,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,43.23,0,
394972,1979,GBR,AGO,0,0,7092.603116264343,56.242,417941.56,7431.129,GB,7.592522,5175.2,681.61804,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,71.5,0,
394973,1980,GBR,AGO,0,0,7092.603116264343,56.33,536125.94,9517.592,GB,7.83505,5954.6,759.9952,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,71.06,0,
394974,1981,GBR,AGO,0,0,7092.603116264343,56.352,508430.44,9022.402,GB,8.104066,6359.5,784.72955,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,47.74,1,
394975,1982,GBR,AGO,0,0,7092.603116264343,56.318,484084.56,8595.557,GB,8.396338,6964.5,829.4687,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,48.95,1,
394976,1983,GBR,AGO,0,0,7092.603116264343,56.377,458949.53,8140.723,GB,8.699537,6707.8,771.0525,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,1,37.620000000000005,1,
394977,1984,GBR,AGO,0,0,7092.603116264343,56.506,431516.34,7636.6465,GB,8.996735,4114.0,457.277,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,51.480000000000004,1,
394978,1985,GBR,AGO,0,0,7092.603116264343,56.685,455533.88,8036.233,GB,9.276484,6804.2783,733.4976,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,61.82000000000001,1,
394979,1986,GBR,AGO,0,0,7092.603116264343,56.852,558951.9,9831.701,GB,9.532132,6355.849,666.7815,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,49.39,1,
394980,1987,GBR,AGO,0,0,7092.603116264343,57.009,685783.6,12029.393,GB,9.768854,7383.1216,755.78174,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,52.910000000000004,1,
394981,1988,GBR,AGO,0,0,7092.603116264343,57.158,833130.5,14575.921,GB,10.001365,7975.234,797.41455,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,52.10898,1,
394982,1989,GBR,AGO,0,0,7092.603116264343,57.358,841243.44,14666.54,GB,10.250921,9283.055,905.58246,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,44.8062,1,
394983,1990,GBR,AGO,0,0,7092.603116264343,57.561,989524.1,17190.877,GB,10.532123,10260.193,974.18097,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,57.94393,1,
394984,1991,GBR,AGO,0,0,7092.603116264343,57.74252,1033509.75,17898.592,GB,10.851924,12193.747,1123.6484,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,67.70357,1,
394985,1992,GBR,AGO,0,0,7092.603116264343,57.902348,1071537.4,18505.94,GB,11.203767,5779.394,515.8438,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,125.53200000000001,1,
394986,1993,GBR,AGO,0,0,7092.603116264343,58.040306,962344.06,16580.617,GB,11.57252,5285.6,456.73715,AO,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,1,1,45.36730000000001,1,
394987,1994,GBR,AGO,0,0,7092.603116264343,58.156235,1041385.06,17906.68,GB,11.936185,4059.5771,340.10675,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,39.84145,1,
394988,1995,GBR,AGO,0,0,7092.603116264343,58.25,1133632.6,19461.504,GB,12.279707,5039.5347,410.39536,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,53.75084000000001,1,
394989,1996,GBR,AGO,0,0,7092.603116264343,58.354427,1191202.8,20413.236,GB,12.597366,7526.447,597.4619,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,79.2307,1,
394990,1997,GBR,AGO,0,0,7092.603116264343,58.469578,1327113.6,22697.506,GB,12.896504,7675.4126,595.1545,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,144.7127,1,
394991,1998,GBR,AGO,0,0,7092.603116264343,58.59551,1425173.9,24322.238,GB,13.190943,6445.1924,488.60742,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,75.67252,1,
394992,1999,GBR,AGO,0,0,7092.603116264343,58.732292,1464873.0,24941.525,GB,13.50082,6154.48,455.8597,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,117.8276,1,
394993,2000,GBR,AGO,0,0,7092.603116264343,59.74298,1442844.6,24150.865,GB,13.840636,9129.18,659.59247,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,125.198,1,
394994,2001,GBR,AGO,0,0,7092.603116264343,59.50025,1434803.5,24114.242,GB,14.214834,8936.023,628.6407,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,146.506,1,
394995,2002,GBR,AGO,0,0,7092.603116264343,59.30188,1571426.8,26498.768,GB,14.618782,11431.738,781.9898,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,110.17710000000001,1,
394996,2003,GBR,AGO,0,0,7092.603116264343,59.581882,1805582.1,30304.215,GB,15.046907,13956.268,927.51733,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,185.496,1,
394997,2004,GBR,AGO,0,0,7092.603116264343,59.8343,2132078.0,35633.04,GB,15.490049,19775.219,1276.6401,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,239.4051,1,
394998,2005,GBR,AGO,0,0,7092.603116264343,60.2265,2201591.2,36555.19,GB,15.941392,32810.67,2058.2063,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,314.0973,1,
394999,2006,GBR,AGO,0,0,7092.603116264343,60.360798,2345014.8,38849.96,GB,16.391382,44033.1,2686.357,AO,0,,,0,0,0,0,0,,,1,1,0,0,0,0,0,1,1,417.90650000000005,1,
395000,1948,GBR,ALB,0,0,2040.18682593832,50.014,,,GB,1.192,,,AL,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0.11000000000000001,0,
395001,1960,GBR,ALB,0,0,2040.18682593832,52.373,72273.336,1379.9731,GB,1.610564,352.39,218.79913,AL,0,,,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0.11000000000000001,0,
