,year,iso_o,iso_d,contig,comlang_off,distw,pop_o,gdp_o,gdpcap_o,iso2_o,pop_d,gdp_d,gdpcap_d,iso2_d,heg_d,conflict,indepdate,heg_o,col_to,col_fr,col_hist,col_cur,sever,sib_conflict,gatt_o,gatt_d,rta,comleg,comcur,acp_to_eu,gsp,eu_to_acp,gsp_rec,flow,validmirror,family
594,1988,ABW,GBR,0,0,7480.796475195312,,,,AW,57.15800094604492,833130.5,14575.9208984375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0.236583,0,
595,1989,ABW,GBR,0,0,7480.796475195312,,,,AW,57.358001708984375,841243.4375,14666.5400390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1.06844,0,
596,1990,ABW,GBR,0,0,7480.796475195312,,,,AW,57.56100082397461,989524.125,17190.876953125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0.09459010000000001,0,
597,1991,ABW,GBR,0,0,7480.796475195312,,872.0670166015625,,AW,57.74251937866211,1033509.75,17898.591796875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,11.3094,0,
598,1992,ABW,GBR,0,0,7480.796475195312,,958.6591796875,,AW,57.902347564697266,1071537.375,18505.939453125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,8.03063,0,
599,1993,ABW,GBR,0,0,7480.796475195312,,1083.240234375,,AW,58.040306091308594,962344.0625,16580.6171875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0.117458,0,
600,1994,ABW,GBR,0,0,7480.796475195312,,1245.81005859375,,AW,58.15623474121094,1041385.0625,17906.6796875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,8.46741,0,
601,1995,ABW,GBR,0,0,7480.796475195312,,1320.6702880859375,,AW,58.25,1133632.625,19461.50390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,5.6904,1,
602,1996,ABW,GBR,0,0,7480.796475195312,,1379.8883056640625,,AW,58.354427337646484,1191202.75,20413.236328125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,5.9645,1,
603,1997,ABW,GBR,0,0,7480.796475195312,,1531.8436279296875,,AW,58.46957778930664,1327113.625,22697.505859375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0.496802,1,
604,1998,ABW,GBR,0,0,7480.796475195312,,1665.363037109375,,AW,58.59550857543945,1425173.875,24322.23828125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1.13047,1,
605,1999,ABW,GBR,0,0,7480.796475195312,,1722.905029296875,,AW,58.73229217529297,1464873.0,24941.525390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,22.3319,1,
606,2000,ABW,GBR,0,0,7480.796475195312,,1858.6591796875,,AW,59.74298095703125,1442844.625,24150.865234375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,35.0189,1,
607,2001,ABW,GBR,0,0,7480.796475195312,,1898.8826904296875,,AW,59.50025177001953,1434803.5,24114.2421875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,19.6379,1,
608,2002,ABW,GBR,0,0,7480.796475195312,,1911.1732177734375,,AW,59.3018798828125,1571426.75,26498.767578125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,5.52521,1,
609,2003,ABW,GBR,0,0,7480.796475195312,0.0989999994635582,,,AW,59.58188247680664,1805582.125,30304.21484375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,22.3645,1,
610,2004,ABW,GBR,0,0,7480.796475195312,0.0989999994635582,,,AW,59.83430099487305,2132078.0,35633.0390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,26.5866,1,
611,2005,ABW,GBR,0,0,7480.796475195312,0.10029999911785126,,,AW,60.22650146484375,2201591.25,36555.19140625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,55.387,1,
612,2006,ABW,GBR,0,0,7480.796475195312,0.10119999945163727,,,AW,60.36079788208008,2345014.75,38849.9609375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,10.0312,1,
3507,1948,AFG,GBR,0,0,5694.557161938476,,,,AF,50.013999938964844,,,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3508,1949,AFG,GBR,0,0,5694.557161938476,,,,AF,50.3120002746582,46494.0,924.113525390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3509,1950,AFG,GBR,0,0,5694.557161938476,8.149999618530273,,,AF,50.12699890136719,37339.0,744.8880004882812,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3510,1951,AFG,GBR,0,0,5694.557161938476,8.284000396728516,,,AF,50.290000915527344,41485.0,824.9154663085938,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3511,1952,AFG,GBR,0,0,5694.557161938476,8.425000190734863,,,AF,50.43000030517578,44553.0,883.4622192382812,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3512,1953,AFG,GBR,0,0,5694.557161938476,8.572999954223633,,,AF,50.59299850463867,48118.0,951.0802001953125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3513,1954,AFG,GBR,0,0,5694.557161938476,8.727999687194824,,,AF,50.76499938964844,50758.0,999.8621215820312,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.0,0,GBR
3514,1955,AFG,GBR,0,0,5694.557161938476,8.890999794006348,,,AF,50.94599914550781,54078.0,1061.4769287109375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,2.6,0,GBR
3515,1956,AFG,GBR,0,0,5694.557161938476,9.062000274658203,1110.0,122.48950958251953,AF,51.183998107910156,58575.0,1144.400634765625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,5.3,0,GBR
3516,1957,AFG,GBR,0,0,5694.557161938476,9.241000175476074,1140.0,123.36327362060547,AF,51.43000030517578,61955.0,1204.6470947265625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,12.5,0,GBR
3517,1958,AFG,GBR,0,0,5694.557161938476,9.428999900817871,1170.0,124.08527374267578,AF,51.652000427246094,65000.0,1258.4217529296875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,9.8,1,GBR
3518,1959,AFG,GBR,0,0,5694.557161938476,9.625,1205.0,125.19480895996094,AF,51.95600128173828,68287.0,1314.3236083984375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,10.12,1,GBR
3519,1960,AFG,GBR,0,0,5694.557161938476,9.966181755065918,1210.0001220703125,121.41059875488281,AF,52.37300109863281,72273.3359375,1379.97314453125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,10.3,1,GBR
3520,1961,AFG,GBR,0,0,5694.557161938476,10.187614440917969,1235.0001220703125,121.22564697265625,AF,52.80699920654297,76636.34375,1451.2535400390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,10.4,1,GBR
3521,1962,AFG,GBR,0,0,5694.557161938476,10.417036056518555,1230.0001220703125,118.07582092285156,AF,53.29199981689453,80540.96875,1511.314453125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,11.8,1,GBR
3522,1963,AFG,GBR,0,0,5694.557161938476,10.654934883117676,960.8189697265625,90.17595672607422,AF,53.625,85379.1328125,1592.151611328125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,14.4,1,GBR
3523,1964,AFG,GBR,0,0,5694.557161938476,10.901893615722656,800.0000610351562,73.38175201416016,AF,53.99100112915039,93316.953125,1728.3797607421875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,10.8,1,GBR
3524,1965,AFG,GBR,0,0,5694.557161938476,11.158429145812988,1006.6666259765625,90.21580505371094,AF,54.349998474121094,100519.6875,1849.48828125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,13.530000000000001,1,GBR
3525,1966,AFG,GBR,0,0,5694.557161938476,11.421767234802246,1400.0,122.5729751586914,AF,54.643001556396484,107009.71875,1958.3426513671875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,17.8,1,GBR
3526,1967,AFG,GBR,0,0,5694.557161938476,11.691475868225098,1673.3333740234375,143.1242218017578,AF,54.95899963378906,111101.28125,2021.5302734375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,11.7205,1,GBR
3527,1968,AFG,GBR,0,0,5694.557161938476,11.972854614257812,1373.3333740234375,114.70391845703125,AF,55.2140007019043,104623.5390625,1894.8734130859375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,13.0,1,GBR
3528,1969,AFG,GBR,0,0,5694.557161938476,12.27315616607666,1408.888916015625,114.79434204101562,AF,55.46099853515625,112591.640625,2030.1048583984375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,17.4,1,GBR
3529,1970,AFG,GBR,0,0,5694.557161938476,12.595808982849121,1748.8865966796875,138.84671020507812,AF,55.63199996948242,123626.109375,2222.212158203125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,15.4,1,GBR
3530,1971,AFG,GBR,0,0,5694.557161938476,12.939238548278809,1831.1090087890625,141.51597595214844,AF,55.928001403808594,139810.171875,2499.82421875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,21.7877,1,GBR
3531,1972,AFG,GBR,0,0,5694.557161938476,13.29564380645752,1595.555419921875,120.0058822631836,AF,56.09700012207031,160629.375,2863.421875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,26.0,1,GBR
3532,1973,AFG,GBR,0,0,5694.557161938476,13.653935432434082,1733.333251953125,126.94751739501953,AF,56.222999572753906,181217.546875,3223.1923828125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,28.1,1,GBR
3533,1974,AFG,GBR,0,0,5694.557161938476,13.999593734741211,2155.5556640625,153.9727325439453,AF,56.236000061035156,195729.3125,3480.49853515625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,30.0,1,GBR
3534,1975,AFG,GBR,0,0,5694.557161938476,14.319299697875977,2366.66650390625,165.27809143066406,AF,56.22600173950195,234011.0625,4161.97216796875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,18.4,1,GBR
3535,1976,AFG,GBR,0,0,5694.557161938476,14.619470596313477,2555.5556640625,174.804931640625,AF,56.215999603271484,224792.4375,3998.72705078125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,60.670500000000004,1,GBR
3536,1977,AFG,GBR,0,0,5694.557161938476,14.89599323272705,2953.33349609375,198.26361083984375,AF,56.189998626708984,253835.6875,4517.453125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,40.8265,1,GBR
3537,1978,AFG,GBR,0,0,5694.557161938476,15.113615989685059,3300.0,218.34616088867188,AF,56.178001403808594,321769.90625,5727.68505859375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,34.7,1,GBR
3538,1979,AFG,GBR,0,0,5694.557161938476,15.226922035217285,3697.940185546875,242.8553924560547,AF,56.242000579833984,417941.5625,7431.12890625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,43.1,1,GBR
3539,1980,AFG,GBR,0,0,5694.557161938476,15.209141731262207,3641.723388671875,239.44305419921875,AF,56.33000183105469,536125.9375,9517.591796875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,57.028400000000005,1,GBR
3540,1981,AFG,GBR,0,0,5694.557161938476,15.053508758544922,3478.787841796875,231.09481811523438,AF,56.35200119018555,508430.4375,9022.40234375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,43.9,1,GBR
3541,1982,AFG,GBR,0,0,5694.557161938476,14.787516593933105,4516.0,305.3927307128906,AF,56.31800079345703,484084.5625,8595.556640625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,43.42052,1,GBR
3542,1983,AFG,GBR,0,0,5694.557161938476,14.462979316711426,3990.89990234375,275.9389953613281,AF,56.37699890136719,458949.53125,8140.72314453125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,30.2,1,GBR
3543,1984,AFG,GBR,0,0,5694.557161938476,14.151327133178711,2624.0,185.42430114746094,AF,56.50600051879883,431516.34375,7636.646484375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,26.8,1,GBR
3544,1985,AFG,GBR,0,0,5694.557161938476,13.911945343017578,2503.0,179.91732788085938,AF,56.685001373291016,455533.875,8036.23291015625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,66.4,1,GBR
3545,1986,AFG,GBR,0,0,5694.557161938476,13.742354393005371,2382.0,173.33274841308594,AF,56.85200119018555,558951.875,9831.701171875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,29.483080000000005,1,GBR
3546,1987,AFG,GBR,0,0,5694.557161938476,13.648468017578125,,,AF,57.00899887084961,685783.625,12029.392578125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,54.307770000000005,1,GBR
3547,1988,AFG,GBR,0,0,5694.557161938476,13.705632209777832,,,AF,57.15800094604492,833130.5,14575.9208984375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,20.4582,1,GBR
3548,1989,AFG,GBR,0,0,5694.557161938476,14.00650405883789,2600.0,185.6280517578125,AF,57.358001708984375,841243.4375,14666.5400390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,13.509980000000002,1,GBR
3549,1990,AFG,GBR,0,0,5694.557161938476,14.75,,,AF,57.56100082397461,989524.125,17190.876953125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,16.5328,1,GBR
3550,1991,AFG,GBR,0,0,5694.557161938476,14.939000129699707,,,AF,57.74251937866211,1033509.75,17898.591796875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,9.342663000000002,1,GBR
3551,1992,AFG,GBR,0,0,5694.557161938476,16.589000701904297,,,AF,57.902347564697266,1071537.375,18505.939453125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,8.18976,1,GBR
3552,1993,AFG,GBR,0,0,5694.557161938476,18.84000015258789,,,AF,58.040306091308594,962344.0625,16580.6171875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,6.426233000000001,1,GBR
3553,1994,AFG,GBR,0,0,5694.557161938476,20.319000244140625,,,AF,58.15623474121094,1041385.0625,17906.6796875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,6.152905,1,GBR
3554,1995,AFG,GBR,0,0,5694.557161938476,21.48900032043457,,,AF,58.25,1133632.625,19461.50390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,1.8437,1,GBR
3555,1996,AFG,GBR,0,0,5694.557161938476,22.429000854492188,,,AF,58.354427337646484,1191202.75,20413.236328125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,4.229764,1,GBR
3556,1997,AFG,GBR,0,0,5694.557161938476,23.233999252319336,,,AF,58.46957778930664,1327113.625,22697.505859375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,4.854212,1,GBR
3557,1998,AFG,GBR,0,0,5694.557161938476,24.065000534057617,,,AF,58.59550857543945,1425173.875,24322.23828125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,4.171266,1,GBR
3558,1999,AFG,GBR,0,0,5694.557161938476,24.961000442504883,,,AF,58.73229217529297,1464873.0,24941.525390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,2.86879,1,GBR
3559,2000,AFG,GBR,0,0,5694.557161938476,25.888999938964844,,,AF,59.74298095703125,1442844.625,24150.865234375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,12.7959,1,GBR
3560,2001,AFG,GBR,0,0,5694.557161938476,26.812999725341797,2461.638916015625,91.80766296386719,AF,59.50025177001953,1434803.5,24114.2421875,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.83108,1,GBR
3561,2002,AFG,GBR,0,0,5694.557161938476,27.756000518798828,4036.688720703125,145.434814453125,AF,59.3018798828125,1571426.75,26498.767578125,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.38345450000000003,1,GBR
3562,2003,AFG,GBR,0,0,5694.557161938476,28.716999053955078,4584.6845703125,159.65054321289062,AF,59.58188247680664,1805582.125,30304.21484375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,0.7535473,1,GBR
3563,2004,AFG,GBR,0,0,5694.557161938476,,5951.966796875,,AF,59.83430099487305,2132078.0,35633.0390625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,4.061926000000001,1,GBR
3564,2005,AFG,GBR,0,0,5694.557161938476,,7305.5556640625,,AF,60.22650146484375,2201591.25,36555.19140625,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,1.308923,1,GBR
3565,2006,AFG,GBR,0,0,5694.557161938476,,8399.0390625,,AF,60.36079788208008,2345014.75,38849.9609375,GB,1,1.0,1919.0,0,0,1,1,0,,,0,1,0,0,0,0,0,0,0,19.5507,1,GBR
9347,1948,AGO,GBR,0,0,7092.603076360893,,,,AO,50.013999938964844,,,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,8.47,1,
9348,1949,AGO,GBR,0,0,7092.603076360893,,,,AO,50.3120002746582,46494.0,924.113525390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,11.55,1,
9349,1950,AGO,GBR,0,0,7092.603076360893,4.118000030517578,,,AO,50.12699890136719,37339.0,744.8880004882812,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,9.02,1,
9350,1951,AGO,GBR,0,0,7092.603076360893,4.172999858856201,,,AO,50.290000915527344,41485.0,824.9154663085938,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,17.710000000000004,1,
9351,1952,AGO,GBR,0,0,7092.603076360893,4.23199987411499,,,AO,50.43000030517578,44553.0,883.4622192382812,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,16.61,1,
9352,1953,AGO,GBR,0,0,7092.603076360893,4.294000148773193,,,AO,50.59299850463867,48118.0,951.0802001953125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,25.740000000000002,1,
9353,1954,AGO,GBR,0,0,7092.603076360893,4.357999801635742,,,AO,50.76499938964844,50758.0,999.8621215820312,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,19.14,1,
9354,1955,AGO,GBR,0,0,7092.603076360893,4.422999858856201,,,AO,50.94599914550781,54078.0,1061.4769287109375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,14.630000000000003,1,
9355,1956,AGO,GBR,0,0,7092.603076360893,4.491000175476074,,,AO,51.183998107910156,58575.0,1144.400634765625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,14.080000000000002,1,
9356,1957,AGO,GBR,0,0,7092.603076360893,4.560999870300293,,,AO,51.43000030517578,61955.0,1204.6470947265625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,16.830000000000002,1,
9357,1958,AGO,GBR,0,0,7092.603076360893,4.636000156402588,,,AO,51.652000427246094,65000.0,1258.4217529296875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,22.990000000000002,1,
9358,1959,AGO,GBR,0,0,7092.603076360893,4.715000152587891,,,AO,51.95600128173828,68287.0,1314.3236083984375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,25.19,1,
9359,1960,AGO,GBR,0,0,7092.603076360893,5.0114898681640625,,,AO,52.37300109863281,72273.3359375,1379.97314453125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,20.460000000000004,1,
9360,1961,AGO,GBR,0,0,7092.603076360893,5.108709812164307,,,AO,52.80699920654297,76636.34375,1451.2535400390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,28.490000000000002,1,
9361,1962,AGO,GBR,0,0,7092.603076360893,5.205521106719971,,,AO,53.29199981689453,80540.96875,1511.314453125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,24.310000000000002,1,
9362,1963,AGO,GBR,0,0,7092.603076360893,5.302910804748535,,,AO,53.625,85379.1328125,1592.151611328125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,30.580000000000002,1,
9363,1964,AGO,GBR,0,0,7092.603076360893,5.40238094329834,,,AO,53.99100112915039,93316.953125,1728.3797607421875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,10.6,1,
9364,1965,AGO,GBR,0,0,7092.603076360893,5.505165100097656,,,AO,54.349998474121094,100519.6875,1849.48828125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,3.3,1,
9365,1966,AGO,GBR,0,0,7092.603076360893,5.611924171447754,,,AO,54.643001556396484,107009.71875,1958.3426513671875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,2.4,1,
9366,1967,AGO,GBR,0,0,7092.603076360893,5.722836017608643,,,AO,54.95899963378906,111101.28125,2021.5302734375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,1.6,1,
9367,1968,AGO,GBR,0,0,7092.603076360893,5.8381428718566895,,,AO,55.2140007019043,104623.5390625,1894.8734130859375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,4.51,1,
9368,1969,AGO,GBR,0,0,7092.603076360893,5.95796012878418,,,AO,55.46099853515625,112591.640625,2030.1048583984375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,8.7,1,
9369,1970,AGO,GBR,0,0,7092.603076360893,6.082639217376709,,,AO,55.63199996948242,123626.109375,2222.212158203125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,21.4,1,
9370,1971,AGO,GBR,0,0,7092.603076360893,6.212775230407715,,,AO,55.928001403808594,139810.171875,2499.82421875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,13.8,1,
9371,1972,AGO,GBR,0,0,7092.603076360893,6.349402904510498,,,AO,56.09700012207031,160629.375,2863.421875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,19.3501,1,
9372,1973,AGO,GBR,0,0,7092.603076360893,6.493887901306152,,,AO,56.222999572753906,181217.546875,3223.1923828125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,41.2,1,
9373,1974,AGO,GBR,0,0,7092.603076360893,6.6478447914123535,,,AO,56.236000061035156,195729.3125,3480.49853515625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,97.4,1,
9374,1975,AGO,GBR,0,0,7092.603076360893,6.812732219696045,4053.10009765625,594.93017578125,AO,56.22600173950195,234011.0625,4161.97216796875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,15.1,0,
9375,1976,AGO,GBR,0,0,7092.603076360893,6.987633228302002,3845.10009765625,550.2721557617188,AO,56.215999603271484,224792.4375,3998.72705078125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,9.8,0,
9376,1977,AGO,GBR,0,0,7092.603076360893,7.172945022583008,4165.39990234375,580.7098388671875,AO,56.189998626708984,253835.6875,4517.453125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,9.6,0,
9377,1978,AGO,GBR,0,0,7092.603076360893,7.372797966003418,4664.60009765625,632.6770629882812,AO,56.178001403808594,321769.90625,5727.68505859375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,85.6,0,
9378,1979,AGO,GBR,0,0,7092.603076360893,7.592522144317627,5175.2001953125,681.6180419921875,AO,56.242000579833984,417941.5625,7431.12890625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,105.2,0,
9379,1980,AGO,GBR,0,0,7092.603076360893,7.835050106048584,5954.60009765625,759.9951782226562,AO,56.33000183105469,536125.9375,9517.591796875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,193.2,0,
9380,1981,AGO,GBR,0,0,7092.603076360893,8.104065895080566,6359.5,784.7295532226562,AO,56.35200119018555,508430.4375,9022.40234375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,11.600050000000001,1,
9381,1982,AGO,GBR,0,0,7092.603076360893,8.39633846282959,6964.5,829.4686889648438,AO,56.31800079345703,484084.5625,8595.556640625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,13.100010000000001,1,
9382,1983,AGO,GBR,0,0,7092.603076360893,8.69953727722168,6707.7998046875,771.052490234375,AO,56.37699890136719,458949.53125,8140.72314453125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,49.00005,1,
9383,1984,AGO,GBR,0,0,7092.603076360893,8.996734619140625,4114.0,457.2770080566406,AO,56.50600051879883,431516.34375,7636.646484375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,212.1,1,
9384,1985,AGO,GBR,0,0,7092.603076360893,9.276483535766602,6804.2783203125,733.4976196289062,AO,56.685001373291016,455533.875,8036.23291015625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,181.80030000000002,1,
9385,1986,AGO,GBR,0,0,7092.603076360893,9.532132148742676,6355.84912109375,666.781494140625,AO,56.85200119018555,558951.875,9831.701171875,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,62.8,1,
9386,1987,AGO,GBR,0,0,7092.603076360893,9.768854141235352,7383.12158203125,755.78173828125,AO,57.00899887084961,685783.625,12029.392578125,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,3.9,1,
9387,1988,AGO,GBR,0,0,7092.603076360893,10.001364707946777,7975.23388671875,797.41455078125,AO,57.15800094604492,833130.5,14575.9208984375,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,17.899970000000003,1,
9388,1989,AGO,GBR,0,0,7092.603076360893,10.250921249389648,9283.0546875,905.5824584960938,AO,57.358001708984375,841243.4375,14666.5400390625,GB,0,,,0,0,0,0,0,,,0,1,0,0,0,1,1,0,0,2.210791,1,
